timeline,q,cap,K,period,pattern,victim,max_elapsed,argmax_session,c_actual,within_cap,violation_gt40
impl,19,2,4,5,all-max,,37,3,690,1,0
impl,19,2,4,5,victim-max,0,36,0,690,1,0
impl,19,2,4,5,others-max,0,37,3,690,1,0
impl,19,2,4,5,victim-max,2,36,2,690,1,0
impl,19,2,4,5,others-max,2,36,0,690,1,0
impl,19,2,4,5,victim-max,3,36,3,690,1,0
impl,19,2,4,5,others-max,3,36,0,690,1,0
impl,19,2,4,5,front-max,,23,0,436,1,0
impl,19,2,4,5,back-max,,25,1,460,1,0
impl,19,2,4,5,tail-max,,20,3,304,1,0
impl,19,2,5,1,all-max,,37,1,690,1,0
impl,19,2,5,1,victim-max,0,36,0,690,1,0
impl,19,2,5,1,others-max,0,37,3,690,1,0
impl,19,2,5,1,victim-max,2,36,2,690,1,0
impl,19,2,5,1,others-max,2,37,3,690,1,0
impl,19,2,5,1,victim-max,4,36,4,690,1,0
impl,19,2,5,1,others-max,4,37,2,690,1,0
impl,19,2,5,1,front-max,,23,0,436,1,0
impl,19,2,5,1,back-max,,25,0,460,1,0
impl,19,2,5,1,tail-max,,21,4,304,1,0
impl,19,2,5,2,all-max,,37,1,690,1,0
impl,19,2,5,2,victim-max,0,36,0,690,1,0
impl,19,2,5,2,others-max,0,36,1,690,1,0
impl,19,2,5,2,victim-max,2,36,2,690,1,0
impl,19,2,5,2,others-max,2,37,4,690,1,0
impl,19,2,5,2,victim-max,4,36,4,690,1,0
impl,19,2,5,2,others-max,4,36,0,690,1,0
impl,19,2,5,2,front-max,,23,0,436,1,0
impl,19,2,5,2,back-max,,25,1,460,1,0
impl,19,2,5,2,tail-max,,20,4,304,1,0
impl,19,2,5,3,all-max,,37,2,690,1,0
impl,19,2,5,3,victim-max,0,36,0,690,1,0
impl,19,2,5,3,others-max,0,36,1,690,1,0
impl,19,2,5,3,victim-max,2,36,2,690,1,0
impl,19,2,5,3,others-max,2,36,0,690,1,0
impl,19,2,5,3,victim-max,4,36,4,690,1,0
impl,19,2,5,3,others-max,4,36,0,690,1,0
impl,19,2,5,3,front-max,,23,0,436,1,0
impl,19,2,5,3,back-max,,25,0,460,1,0
impl,19,2,5,3,tail-max,,21,4,304,1,0
impl,19,2,5,5,all-max,,37,0,690,1,0
impl,19,2,5,5,victim-max,0,36,0,690,1,0
impl,19,2,5,5,others-max,0,37,2,690,1,0
impl,19,2,5,5,victim-max,2,36,2,690,1,0
impl,19,2,5,5,others-max,2,36,0,690,1,0
impl,19,2,5,5,victim-max,4,36,4,690,1,0
impl,19,2,5,5,others-max,4,36,0,690,1,0
impl,19,2,5,5,front-max,,23,0,436,1,0
impl,19,2,5,5,back-max,,25,2,460,1,0
impl,19,2,5,5,tail-max,,20,4,304,1,0
impl,19,2,6,1,all-max,,37,1,690,1,0
impl,19,2,6,1,victim-max,0,36,0,690,1,0
impl,19,2,6,1,others-max,0,37,3,690,1,0
impl,19,2,6,1,victim-max,3,36,3,690,1,0
impl,19,2,6,1,others-max,3,37,4,690,1,0
impl,19,2,6,1,victim-max,5,36,5,690,1,0
impl,19,2,6,1,others-max,5,37,3,690,1,0
impl,19,2,6,1,front-max,,23,0,436,1,0
impl,19,2,6,1,back-max,,25,2,460,1,0
impl,19,2,6,1,tail-max,,22,5,304,1,0
impl,19,2,6,2,all-max,,37,1,690,1,0
impl,19,2,6,2,victim-max,0,36,0,690,1,0
impl,19,2,6,2,others-max,0,37,4,690,1,0
impl,19,2,6,2,victim-max,3,36,3,690,1,0
impl,19,2,6,2,others-max,3,37,2,690,1,0
impl,19,2,6,2,victim-max,5,36,5,690,1,0
impl,19,2,6,2,others-max,5,37,3,690,1,0
impl,19,2,6,2,front-max,,24,0,436,1,0
impl,19,2,6,2,back-max,,26,4,460,1,0
impl,19,2,6,2,tail-max,,20,5,304,1,0
impl,19,2,6,3,all-max,,37,3,690,1,0
impl,19,2,6,3,victim-max,0,36,0,690,1,0
impl,19,2,6,3,others-max,0,36,1,690,1,0
impl,19,2,6,3,victim-max,3,36,3,690,1,0
impl,19,2,6,3,others-max,3,36,0,690,1,0
impl,19,2,6,3,victim-max,5,36,5,690,1,0
impl,19,2,6,3,others-max,5,36,0,690,1,0
impl,19,2,6,3,front-max,,24,1,436,1,0
impl,19,2,6,3,back-max,,26,2,460,1,0
impl,19,2,6,3,tail-max,,21,5,304,1,0
impl,19,2,6,5,all-max,,37,1,690,1,0
impl,19,2,6,5,victim-max,0,36,0,690,1,0
impl,19,2,6,5,others-max,0,37,2,690,1,0
impl,19,2,6,5,victim-max,3,36,3,690,1,0
impl,19,2,6,5,others-max,3,36,0,690,1,0
impl,19,2,6,5,victim-max,5,36,5,690,1,0
impl,19,2,6,5,others-max,5,36,0,690,1,0
impl,19,2,6,5,front-max,,23,0,436,1,0
impl,19,2,6,5,back-max,,25,3,460,1,0
impl,19,2,6,5,tail-max,,20,5,304,1,0
impl,19,2,7,1,all-max,,37,3,690,1,0
impl,19,2,7,1,victim-max,0,36,0,690,1,0
impl,19,2,7,1,others-max,0,37,5,690,1,0
impl,19,2,7,1,victim-max,3,36,3,690,1,0
impl,19,2,7,1,others-max,3,37,5,690,1,0
impl,19,2,7,1,victim-max,6,36,6,690,1,0
impl,19,2,7,1,others-max,6,36,0,690,1,0
impl,19,2,7,1,front-max,,24,1,436,1,0
impl,19,2,7,1,back-max,,26,6,460,1,0
impl,19,2,7,1,tail-max,,22,6,304,1,0
impl,19,2,7,2,all-max,,37,0,690,1,0
impl,19,2,7,2,victim-max,0,36,0,690,1,0
impl,19,2,7,2,others-max,0,37,5,690,1,0
impl,19,2,7,2,victim-max,3,36,3,690,1,0
impl,19,2,7,2,others-max,3,37,4,690,1,0
impl,19,2,7,2,victim-max,6,36,6,690,1,0
impl,19,2,7,2,others-max,6,37,4,690,1,0
impl,19,2,7,2,front-max,,24,2,436,1,0
impl,19,2,7,2,back-max,,25,0,460,1,0
impl,19,2,7,2,tail-max,,20,6,304,1,0
impl,19,2,7,3,all-max,,37,5,690,1,0
impl,19,2,7,3,victim-max,0,36,0,690,1,0
impl,19,2,7,3,others-max,0,37,6,690,1,0
impl,19,2,7,3,victim-max,3,36,3,690,1,0
impl,19,2,7,3,others-max,3,37,4,690,1,0
impl,19,2,7,3,victim-max,6,36,6,690,1,0
impl,19,2,7,3,others-max,6,36,0,690,1,0
impl,19,2,7,3,front-max,,24,2,436,1,0
impl,19,2,7,3,back-max,,27,5,460,1,0
impl,19,2,7,3,tail-max,,21,6,304,1,0
impl,19,2,7,5,all-max,,37,2,690,1,0
impl,19,2,7,5,victim-max,0,36,0,690,1,0
impl,19,2,7,5,others-max,0,37,3,690,1,0
impl,19,2,7,5,victim-max,3,36,3,690,1,0
impl,19,2,7,5,others-max,3,37,6,690,1,0
impl,19,2,7,5,victim-max,6,36,6,690,1,0
impl,19,2,7,5,others-max,6,36,0,690,1,0
impl,19,2,7,5,front-max,,23,0,436,1,0
impl,19,2,7,5,back-max,,26,4,460,1,0
impl,19,2,7,5,tail-max,,20,6,304,1,0
impl,19,2,8,1,all-max,,38,5,690,1,0
impl,19,2,8,1,victim-max,0,36,0,690,1,0
impl,19,2,8,1,others-max,0,37,6,690,1,0
impl,19,2,8,1,victim-max,4,36,4,690,1,0
impl,19,2,8,1,others-max,4,37,7,690,1,0
impl,19,2,8,1,victim-max,7,36,7,690,1,0
impl,19,2,8,1,others-max,7,36,0,690,1,0
impl,19,2,8,1,front-max,,24,2,436,1,0
impl,19,2,8,1,back-max,,25,0,460,1,0
impl,19,2,8,1,tail-max,,22,7,304,1,0
impl,19,2,8,2,all-max,,37,0,690,1,0
impl,19,2,8,2,victim-max,0,36,0,690,1,0
impl,19,2,8,2,others-max,0,37,6,690,1,0
impl,19,2,8,2,victim-max,4,36,4,690,1,0
impl,19,2,8,2,others-max,4,37,6,690,1,0
impl,19,2,8,2,victim-max,7,36,7,690,1,0
impl,19,2,8,2,others-max,7,37,5,690,1,0
impl,19,2,8,2,front-max,,23,0,436,1,0
impl,19,2,8,2,back-max,,25,0,460,1,0
impl,19,2,8,2,tail-max,,20,7,304,1,0
impl,19,2,8,3,all-max,,39,6,690,1,0
impl,19,2,8,3,victim-max,0,36,0,690,1,0
impl,19,2,8,3,others-max,0,37,5,690,1,0
impl,19,2,8,3,victim-max,4,36,4,690,1,0
impl,19,2,8,3,others-max,4,37,5,690,1,0
impl,19,2,8,3,victim-max,7,36,7,690,1,0
impl,19,2,8,3,others-max,7,36,0,690,1,0
impl,19,2,8,3,front-max,,24,3,436,1,0
impl,19,2,8,3,back-max,,25,2,460,1,0
impl,19,2,8,3,tail-max,,21,7,304,1,0
impl,19,2,8,5,all-max,,37,3,690,1,0
impl,19,2,8,5,victim-max,0,36,0,690,1,0
impl,19,2,8,5,others-max,0,37,3,690,1,0
impl,19,2,8,5,victim-max,4,36,4,690,1,0
impl,19,2,8,5,others-max,4,37,7,690,1,0
impl,19,2,8,5,victim-max,7,36,7,690,1,0
impl,19,2,8,5,others-max,7,37,1,690,1,0
impl,19,2,8,5,front-max,,23,0,436,1,0
impl,19,2,8,5,back-max,,26,5,460,1,0
impl,19,2,8,5,tail-max,,20,7,304,1,0
impl,19,2,9,1,all-max,,37,2,690,1,0
impl,19,2,9,1,victim-max,0,36,0,690,1,0
impl,19,2,9,1,others-max,0,37,6,690,1,0
impl,19,2,9,1,victim-max,4,36,4,690,1,0
impl,19,2,9,1,others-max,4,37,6,690,1,0
impl,19,2,9,1,victim-max,8,36,8,690,1,0
impl,19,2,9,1,others-max,8,37,6,690,1,0
impl,19,2,9,1,front-max,,24,0,436,1,0
impl,19,2,9,1,back-max,,25,0,460,1,0
impl,19,2,9,1,tail-max,,22,8,304,1,0
impl,19,2,9,2,all-max,,37,1,690,1,0
impl,19,2,9,2,victim-max,0,36,0,690,1,0
impl,19,2,9,2,others-max,0,37,7,690,1,0
impl,19,2,9,2,victim-max,4,36,4,690,1,0
impl,19,2,9,2,others-max,4,37,3,690,1,0
impl,19,2,9,2,victim-max,8,36,8,690,1,0
impl,19,2,9,2,others-max,8,37,6,690,1,0
impl,19,2,9,2,front-max,,23,0,436,1,0
impl,19,2,9,2,back-max,,25,1,460,1,0
impl,19,2,9,2,tail-max,,20,8,304,1,0
impl,19,2,9,3,all-max,,37,2,690,1,0
impl,19,2,9,3,victim-max,0,36,0,690,1,0
impl,19,2,9,3,others-max,0,37,6,690,1,0
impl,19,2,9,3,victim-max,4,36,4,690,1,0
impl,19,2,9,3,others-max,4,37,8,690,1,0
impl,19,2,9,3,victim-max,8,36,8,690,1,0
impl,19,2,9,3,others-max,8,36,0,690,1,0
impl,19,2,9,3,front-max,,24,4,436,1,0
impl,19,2,9,3,back-max,,26,3,460,1,0
impl,19,2,9,3,tail-max,,21,8,304,1,0
impl,19,2,9,5,all-max,,38,8,690,1,0
impl,19,2,9,5,victim-max,0,36,0,690,1,0
impl,19,2,9,5,others-max,0,37,5,690,1,0
impl,19,2,9,5,victim-max,4,36,4,690,1,0
impl,19,2,9,5,others-max,4,37,6,690,1,0
impl,19,2,9,5,victim-max,8,36,8,690,1,0
impl,19,2,9,5,others-max,8,36,0,690,1,0
impl,19,2,9,5,front-max,,23,0,436,1,0
impl,19,2,9,5,back-max,,26,8,460,1,0
impl,19,2,9,5,tail-max,,20,8,304,1,0
impl,19,2,10,1,all-max,,37,3,690,1,0
impl,19,2,10,1,victim-max,0,36,0,690,1,0
impl,19,2,10,1,others-max,0,37,8,690,1,0
impl,19,2,10,1,victim-max,5,36,5,690,1,0
impl,19,2,10,1,others-max,5,37,7,690,1,0
impl,19,2,10,1,victim-max,9,36,9,690,1,0
impl,19,2,10,1,others-max,9,36,0,690,1,0
impl,19,2,10,1,front-max,,24,0,436,1,0
impl,19,2,10,1,back-max,,25,0,460,1,0
impl,19,2,10,1,tail-max,,22,9,304,1,0
impl,19,2,10,2,all-max,,38,8,690,1,0
impl,19,2,10,2,victim-max,0,36,0,690,1,0
impl,19,2,10,2,others-max,0,37,8,690,1,0
impl,19,2,10,2,victim-max,5,36,5,690,1,0
impl,19,2,10,2,others-max,5,37,8,690,1,0
impl,19,2,10,2,victim-max,9,36,9,690,1,0
impl,19,2,10,2,others-max,9,36,0,690,1,0
impl,19,2,10,2,front-max,,23,0,436,1,0
impl,19,2,10,2,back-max,,25,0,460,1,0
impl,19,2,10,2,tail-max,,20,9,304,1,0
impl,19,2,10,3,all-max,,37,3,690,1,0
impl,19,2,10,3,victim-max,0,36,0,690,1,0
impl,19,2,10,3,others-max,0,37,7,690,1,0
impl,19,2,10,3,victim-max,5,36,5,690,1,0
impl,19,2,10,3,others-max,5,37,9,690,1,0
impl,19,2,10,3,victim-max,9,36,9,690,1,0
impl,19,2,10,3,others-max,9,36,0,690,1,0
impl,19,2,10,3,front-max,,23,0,436,1,0
impl,19,2,10,3,back-max,,26,5,460,1,0
impl,19,2,10,3,tail-max,,21,9,304,1,0
impl,19,2,10,5,all-max,,37,4,690,1,0
impl,19,2,10,5,victim-max,0,36,0,690,1,0
impl,19,2,10,5,others-max,0,37,5,690,1,0
impl,19,2,10,5,victim-max,5,36,5,690,1,0
impl,19,2,10,5,others-max,5,37,7,690,1,0
impl,19,2,10,5,victim-max,9,36,9,690,1,0
impl,19,2,10,5,others-max,9,37,3,690,1,0
impl,19,2,10,5,front-max,,23,0,436,1,0
impl,19,2,10,5,back-max,,26,8,460,1,0
impl,19,2,10,5,tail-max,,20,9,304,1,0
impl,19,2,11,1,all-max,,37,0,690,1,0
impl,19,2,11,1,victim-max,0,36,0,690,1,0
impl,19,2,11,1,others-max,0,37,9,690,1,0
impl,19,2,11,1,victim-max,5,36,5,690,1,0
impl,19,2,11,1,others-max,5,37,9,690,1,0
impl,19,2,11,1,victim-max,10,36,10,690,1,0
impl,19,2,11,1,others-max,10,37,8,690,1,0
impl,19,2,11,1,front-max,,24,0,436,1,0
impl,19,2,11,1,back-max,,26,10,460,1,0
impl,19,2,11,1,tail-max,,22,10,304,1,0
impl,19,2,11,2,all-max,,37,2,690,1,0
impl,19,2,11,2,victim-max,0,36,0,690,1,0
impl,19,2,11,2,others-max,0,37,9,690,1,0
impl,19,2,11,2,victim-max,5,36,5,690,1,0
impl,19,2,11,2,others-max,5,37,4,690,1,0
impl,19,2,11,2,victim-max,10,36,10,690,1,0
impl,19,2,11,2,others-max,10,36,0,690,1,0
impl,19,2,11,2,front-max,,23,0,436,1,0
impl,19,2,11,2,back-max,,25,0,460,1,0
impl,19,2,11,2,tail-max,,20,10,304,1,0
impl,19,2,11,3,all-max,,39,9,690,1,0
impl,19,2,11,3,victim-max,0,36,0,690,1,0
impl,19,2,11,3,others-max,0,37,4,690,1,0
impl,19,2,11,3,victim-max,5,36,5,690,1,0
impl,19,2,11,3,others-max,5,37,8,690,1,0
impl,19,2,11,3,victim-max,10,36,10,690,1,0
impl,19,2,11,3,others-max,10,36,0,690,1,0
impl,19,2,11,3,front-max,,23,0,436,1,0
impl,19,2,11,3,back-max,,25,4,460,1,0
impl,19,2,11,3,tail-max,,21,10,304,1,0
impl,19,2,11,5,all-max,,38,9,690,1,0
impl,19,2,11,5,victim-max,0,36,0,690,1,0
impl,19,2,11,5,others-max,0,38,10,690,1,0
impl,19,2,11,5,victim-max,5,36,5,690,1,0
impl,19,2,11,5,others-max,5,37,6,690,1,0
impl,19,2,11,5,victim-max,10,36,10,690,1,0
impl,19,2,11,5,others-max,10,37,5,690,1,0
impl,19,2,11,5,front-max,,23,0,436,1,0
impl,19,2,11,5,back-max,,25,7,460,1,0
impl,19,2,11,5,tail-max,,20,10,304,1,0
impl,19,2,12,1,all-max,,37,0,690,1,0
impl,19,2,12,1,victim-max,0,36,0,690,1,0
impl,19,2,12,1,others-max,0,37,10,690,1,0
impl,19,2,12,1,victim-max,6,36,6,690,1,0
impl,19,2,12,1,others-max,6,37,10,690,1,0
impl,19,2,12,1,victim-max,11,36,11,690,1,0
impl,19,2,12,1,others-max,11,37,9,690,1,0
impl,19,2,12,1,front-max,,23,0,436,1,0
impl,19,2,12,1,back-max,,25,0,460,1,0
impl,19,2,12,1,tail-max,,22,11,304,1,0
impl,19,2,12,2,all-max,,37,3,690,1,0
impl,19,2,12,2,victim-max,0,36,0,690,1,0
impl,19,2,12,2,others-max,0,37,5,690,1,0
impl,19,2,12,2,victim-max,6,36,6,690,1,0
impl,19,2,12,2,others-max,6,37,5,690,1,0
impl,19,2,12,2,victim-max,11,36,11,690,1,0
impl,19,2,12,2,others-max,11,36,0,690,1,0
impl,19,2,12,2,front-max,,23,0,436,1,0
impl,19,2,12,2,back-max,,25,0,460,1,0
impl,19,2,12,2,tail-max,,20,11,304,1,0
impl,19,2,12,3,all-max,,37,3,690,1,0
impl,19,2,12,3,victim-max,0,36,0,690,1,0
impl,19,2,12,3,others-max,0,37,4,690,1,0
impl,19,2,12,3,victim-max,6,36,6,690,1,0
impl,19,2,12,3,others-max,6,37,9,690,1,0
impl,19,2,12,3,victim-max,11,36,11,690,1,0
impl,19,2,12,3,others-max,11,37,2,690,1,0
impl,19,2,12,3,front-max,,24,4,436,1,0
impl,19,2,12,3,back-max,,27,10,460,1,0
impl,19,2,12,3,tail-max,,21,11,304,1,0
impl,19,2,12,5,all-max,,38,6,690,1,0
impl,19,2,12,5,victim-max,0,36,0,690,1,0
impl,19,2,12,5,others-max,0,37,6,690,1,0
impl,19,2,12,5,victim-max,6,36,6,690,1,0
impl,19,2,12,5,others-max,6,37,7,690,1,0
impl,19,2,12,5,victim-max,11,36,11,690,1,0
impl,19,2,12,5,others-max,11,37,5,690,1,0
impl,19,2,12,5,front-max,,23,0,436,1,0
impl,19,2,12,5,back-max,,26,9,460,1,0
impl,19,2,12,5,tail-max,,20,11,304,1,0
impl,19,2,13,1,all-max,,37,2,690,1,0
impl,19,2,13,1,victim-max,0,36,0,690,1,0
impl,19,2,13,1,others-max,0,37,10,690,1,0
impl,19,2,13,1,victim-max,6,36,6,690,1,0
impl,19,2,13,1,others-max,6,37,11,690,1,0
impl,19,2,13,1,victim-max,12,36,12,690,1,0
impl,19,2,13,1,others-max,12,36,0,690,1,0
impl,19,2,13,1,front-max,,24,2,436,1,0
impl,19,2,13,1,back-max,,25,0,460,1,0
impl,19,2,13,1,tail-max,,22,12,304,1,0
impl,19,2,13,2,all-max,,38,11,690,1,0
impl,19,2,13,2,victim-max,0,36,0,690,1,0
impl,19,2,13,2,others-max,0,37,3,690,1,0
impl,19,2,13,2,victim-max,6,36,6,690,1,0
impl,19,2,13,2,others-max,6,37,10,690,1,0
impl,19,2,13,2,victim-max,12,36,12,690,1,0
impl,19,2,13,2,others-max,12,36,0,690,1,0
impl,19,2,13,2,front-max,,23,0,436,1,0
impl,19,2,13,2,back-max,,25,0,460,1,0
impl,19,2,13,2,tail-max,,20,12,304,1,0
impl,19,2,13,3,all-max,,37,3,690,1,0
impl,19,2,13,3,victim-max,0,36,0,690,1,0
impl,19,2,13,3,others-max,0,37,1,690,1,0
impl,19,2,13,3,victim-max,6,36,6,690,1,0
impl,19,2,13,3,others-max,6,37,12,690,1,0
impl,19,2,13,3,victim-max,12,36,12,690,1,0
impl,19,2,13,3,others-max,12,36,0,690,1,0
impl,19,2,13,3,front-max,,24,4,436,1,0
impl,19,2,13,3,back-max,,25,5,460,1,0
impl,19,2,13,3,tail-max,,21,12,304,1,0
impl,19,2,13,5,all-max,,37,6,690,1,0
impl,19,2,13,5,victim-max,0,36,0,690,1,0
impl,19,2,13,5,others-max,0,38,11,690,1,0
impl,19,2,13,5,victim-max,6,36,6,690,1,0
impl,19,2,13,5,others-max,6,37,8,690,1,0
impl,19,2,13,5,victim-max,12,36,12,690,1,0
impl,19,2,13,5,others-max,12,37,6,690,1,0
impl,19,2,13,5,front-max,,23,0,436,1,0
impl,19,2,13,5,back-max,,26,12,460,1,0
impl,19,2,13,5,tail-max,,20,12,304,1,0
impl,19,2,14,1,all-max,,37,0,690,1,0
impl,19,2,14,1,victim-max,0,36,0,690,1,0
impl,19,2,14,1,others-max,0,37,12,690,1,0
impl,19,2,14,1,victim-max,7,36,7,690,1,0
impl,19,2,14,1,others-max,7,37,12,690,1,0
impl,19,2,14,1,victim-max,13,36,13,690,1,0
impl,19,2,14,1,others-max,13,36,0,690,1,0
impl,19,2,14,1,front-max,,24,3,436,1,0
impl,19,2,14,1,back-max,,25,3,460,1,0
impl,19,2,14,1,tail-max,,22,13,304,1,0
impl,19,2,14,2,all-max,,37,2,690,1,0
impl,19,2,14,2,victim-max,0,36,0,690,1,0
impl,19,2,14,2,others-max,0,37,1,690,1,0
impl,19,2,14,2,victim-max,7,36,7,690,1,0
impl,19,2,14,2,others-max,7,37,5,690,1,0
impl,19,2,14,2,victim-max,13,36,13,690,1,0
impl,19,2,14,2,others-max,13,36,0,690,1,0
impl,19,2,14,2,front-max,,23,0,436,1,0
impl,19,2,14,2,back-max,,25,0,460,1,0
impl,19,2,14,2,tail-max,,20,13,304,1,0
impl,19,2,14,3,all-max,,37,3,690,1,0
impl,19,2,14,3,victim-max,0,36,0,690,1,0
impl,19,2,14,3,others-max,0,37,1,690,1,0
impl,19,2,14,3,victim-max,7,36,7,690,1,0
impl,19,2,14,3,others-max,7,37,13,690,1,0
impl,19,2,14,3,victim-max,13,36,13,690,1,0
impl,19,2,14,3,others-max,13,36,0,690,1,0
impl,19,2,14,3,front-max,,24,4,436,1,0
impl,19,2,14,3,back-max,,25,5,460,1,0
impl,19,2,14,3,tail-max,,21,13,304,1,0
impl,19,2,14,5,all-max,,38,12,690,1,0
impl,19,2,14,5,victim-max,0,36,0,690,1,0
impl,19,2,14,5,others-max,0,38,8,690,1,0
impl,19,2,14,5,victim-max,7,36,7,690,1,0
impl,19,2,14,5,others-max,7,37,1,690,1,0
impl,19,2,14,5,victim-max,13,36,13,690,1,0
impl,19,2,14,5,others-max,13,37,6,690,1,0
impl,19,2,14,5,front-max,,23,0,436,1,0
impl,19,2,14,5,back-max,,25,7,460,1,0
impl,19,2,14,5,tail-max,,20,13,304,1,0
impl,19,2,15,1,all-max,,37,0,690,1,0
impl,19,2,15,1,victim-max,0,36,0,690,1,0
impl,19,2,15,1,others-max,0,37,13,690,1,0
impl,19,2,15,1,victim-max,7,36,7,690,1,0
impl,19,2,15,1,others-max,7,37,13,690,1,0
impl,19,2,15,1,victim-max,14,36,14,690,1,0
impl,19,2,15,1,others-max,14,36,0,690,1,0
impl,19,2,15,1,front-max,,24,3,436,1,0
impl,19,2,15,1,back-max,,25,0,460,1,0
impl,19,2,15,1,tail-max,,22,14,304,1,0
impl,19,2,15,2,all-max,,38,14,690,1,0
impl,19,2,15,2,victim-max,0,36,0,690,1,0
impl,19,2,15,2,others-max,0,37,7,690,1,0
impl,19,2,15,2,victim-max,7,36,7,690,1,0
impl,19,2,15,2,others-max,7,37,12,690,1,0
impl,19,2,15,2,victim-max,14,36,14,690,1,0
impl,19,2,15,2,others-max,14,37,2,690,1,0
impl,19,2,15,2,front-max,,23,0,436,1,0
impl,19,2,15,2,back-max,,25,0,460,1,0
impl,19,2,15,2,tail-max,,20,14,304,1,0
impl,19,2,15,3,all-max,,37,3,690,1,0
impl,19,2,15,3,victim-max,0,36,0,690,1,0
impl,19,2,15,3,others-max,0,37,1,690,1,0
impl,19,2,15,3,victim-max,7,36,7,690,1,0
impl,19,2,15,3,others-max,7,37,12,690,1,0
impl,19,2,15,3,victim-max,14,36,14,690,1,0
impl,19,2,15,3,others-max,14,37,4,690,1,0
impl,19,2,15,3,front-max,,24,4,436,1,0
impl,19,2,15,3,back-max,,25,5,460,1,0
impl,19,2,15,3,tail-max,,21,14,304,1,0
impl,19,2,15,5,all-max,,38,9,690,1,0
impl,19,2,15,5,victim-max,0,36,0,690,1,0
impl,19,2,15,5,others-max,0,37,8,690,1,0
impl,19,2,15,5,victim-max,7,36,7,690,1,0
impl,19,2,15,5,others-max,7,38,14,690,1,0
impl,19,2,15,5,victim-max,14,36,14,690,1,0
impl,19,2,15,5,others-max,14,37,6,690,1,0
impl,19,2,15,5,front-max,,23,0,436,1,0
impl,19,2,15,5,back-max,,25,7,460,1,0
impl,19,2,15,5,tail-max,,20,14,304,1,0
impl,19,2,16,1,all-max,,37,0,690,1,0
impl,19,2,16,1,victim-max,0,36,0,690,1,0
impl,19,2,16,1,others-max,0,37,13,690,1,0
impl,19,2,16,1,victim-max,8,36,8,690,1,0
impl,19,2,16,1,others-max,8,37,13,690,1,0
impl,19,2,16,1,victim-max,15,36,15,690,1,0
impl,19,2,16,1,others-max,15,36,0,690,1,0
impl,19,2,16,1,front-max,,24,3,436,1,0
impl,19,2,16,1,back-max,,25,0,460,1,0
impl,19,2,16,1,tail-max,,22,15,304,1,0
impl,19,2,16,2,all-max,,37,2,690,1,0
impl,19,2,16,2,victim-max,0,36,0,690,1,0
impl,19,2,16,2,others-max,0,37,3,690,1,0
impl,19,2,16,2,victim-max,8,36,8,690,1,0
impl,19,2,16,2,others-max,8,37,14,690,1,0
impl,19,2,16,2,victim-max,15,36,15,690,1,0
impl,19,2,16,2,others-max,15,37,3,690,1,0
impl,19,2,16,2,front-max,,23,0,436,1,0
impl,19,2,16,2,back-max,,25,0,460,1,0
impl,19,2,16,2,tail-max,,20,15,304,1,0
impl,19,2,16,3,all-max,,37,3,690,1,0
impl,19,2,16,3,victim-max,0,36,0,690,1,0
impl,19,2,16,3,others-max,0,37,1,690,1,0
impl,19,2,16,3,victim-max,8,36,8,690,1,0
impl,19,2,16,3,others-max,8,37,13,690,1,0
impl,19,2,16,3,victim-max,15,36,15,690,1,0
impl,19,2,16,3,others-max,15,37,3,690,1,0
impl,19,2,16,3,front-max,,24,4,436,1,0
impl,19,2,16,3,back-max,,27,14,460,1,0
impl,19,2,16,3,tail-max,,21,15,304,1,0
impl,19,2,16,5,all-max,,37,6,690,1,0
impl,19,2,16,5,victim-max,0,36,0,690,1,0
impl,19,2,16,5,others-max,0,38,14,690,1,0
impl,19,2,16,5,victim-max,8,36,8,690,1,0
impl,19,2,16,5,others-max,8,38,15,690,1,0
impl,19,2,16,5,victim-max,15,36,15,690,1,0
impl,19,2,16,5,others-max,15,37,6,690,1,0
impl,19,2,16,5,front-max,,23,0,436,1,0
impl,19,2,16,5,back-max,,26,13,460,1,0
impl,19,2,16,5,tail-max,,20,15,304,1,0
impl,19,2,17,1,all-max,,38,14,690,1,0
impl,19,2,17,1,victim-max,0,36,0,690,1,0
impl,19,2,17,1,others-max,0,37,4,690,1,0
impl,19,2,17,1,victim-max,8,36,8,690,1,0
impl,19,2,17,1,others-max,8,37,16,690,1,0
impl,19,2,17,1,victim-max,16,36,16,690,1,0
impl,19,2,17,1,others-max,16,36,0,690,1,0
impl,19,2,17,1,front-max,,24,3,436,1,0
impl,19,2,17,1,back-max,,25,1,460,1,0
impl,19,2,17,1,tail-max,,22,16,304,1,0
impl,19,2,17,2,all-max,,37,9,690,1,0
impl,19,2,17,2,victim-max,0,36,0,690,1,0
impl,19,2,17,2,others-max,0,37,5,690,1,0
impl,19,2,17,2,victim-max,8,36,8,690,1,0
impl,19,2,17,2,others-max,8,37,10,690,1,0
impl,19,2,17,2,victim-max,16,36,16,690,1,0
impl,19,2,17,2,others-max,16,37,3,690,1,0
impl,19,2,17,2,front-max,,23,0,436,1,0
impl,19,2,17,2,back-max,,25,0,460,1,0
impl,19,2,17,2,tail-max,,20,16,304,1,0
impl,19,2,17,3,all-max,,37,3,690,1,0
impl,19,2,17,3,victim-max,0,36,0,690,1,0
impl,19,2,17,3,others-max,0,37,1,690,1,0
impl,19,2,17,3,victim-max,8,36,8,690,1,0
impl,19,2,17,3,others-max,8,37,14,690,1,0
impl,19,2,17,3,victim-max,16,36,16,690,1,0
