timeline,q,cap,K,period,pattern,victim,max_elapsed,argmax_session,c_actual,within_cap,violation_gt40
model,19,2,33,1,front-max,,25,2,436,1,0
model,19,2,33,1,back-max,,26,0,460,1,0
model,19,2,33,1,tail-max,,22,32,304,1,0
model,19,2,33,2,all-max,,38,2,690,1,0
model,19,2,33,2,victim-max,0,37,0,690,1,0
model,19,2,33,2,others-max,0,38,9,690,1,0
model,19,2,33,2,victim-max,16,37,16,690,1,0
model,19,2,33,2,others-max,16,38,2,690,1,0
model,19,2,33,2,victim-max,32,37,32,690,1,0
model,19,2,33,2,others-max,32,38,2,690,1,0
model,19,2,33,2,front-max,,25,21,436,1,0
model,19,2,33,2,back-max,,26,1,460,1,0
model,19,2,33,2,tail-max,,20,32,304,1,0
model,19,2,33,3,all-max,,38,3,690,1,0
model,19,2,33,3,victim-max,0,37,0,690,1,0
model,19,2,33,3,others-max,0,38,5,690,1,0
model,19,2,33,3,victim-max,16,37,16,690,1,0
model,19,2,33,3,others-max,16,38,3,690,1,0
model,19,2,33,3,victim-max,32,37,32,690,1,0
model,19,2,33,3,others-max,32,38,3,690,1,0
model,19,2,33,3,front-max,,25,4,436,1,0
model,19,2,33,3,back-max,,26,3,460,1,0
model,19,2,33,3,tail-max,,21,32,304,1,0
model,19,2,33,5,all-max,,39,27,690,1,0
model,19,2,33,5,victim-max,0,37,0,690,1,0
model,19,2,33,5,others-max,0,38,1,690,1,0
model,19,2,33,5,victim-max,16,37,16,690,1,0
model,19,2,33,5,others-max,16,38,6,690,1,0
model,19,2,33,5,victim-max,32,37,32,690,1,0
model,19,2,33,5,others-max,32,38,6,690,1,0
model,19,2,33,5,front-max,,24,0,436,1,0
model,19,2,33,5,back-max,,26,9,460,1,0
model,19,2,33,5,tail-max,,20,32,304,1,0
model,19,2,34,1,all-max,,38,2,690,1,0
model,19,2,34,1,victim-max,0,37,0,690,1,0
model,19,2,34,1,others-max,0,38,5,690,1,0
model,19,2,34,1,victim-max,17,37,17,690,1,0
model,19,2,34,1,others-max,17,38,2,690,1,0
model,19,2,34,1,victim-max,33,37,33,690,1,0
model,19,2,34,1,others-max,33,38,2,690,1,0
model,19,2,34,1,front-max,,25,2,436,1,0
model,19,2,34,1,back-max,,26,0,460,1,0
model,19,2,34,1,tail-max,,22,33,304,1,0
model,19,2,34,2,all-max,,38,2,690,1,0
model,19,2,34,2,victim-max,0,37,0,690,1,0
model,19,2,34,2,others-max,0,38,9,690,1,0
model,19,2,34,2,victim-max,17,37,17,690,1,0
model,19,2,34,2,others-max,17,38,2,690,1,0
model,19,2,34,2,victim-max,33,37,33,690,1,0
model,19,2,34,2,others-max,33,38,2,690,1,0
model,19,2,34,2,front-max,,25,21,436,1,0
model,19,2,34,2,back-max,,26,1,460,1,0
model,19,2,34,2,tail-max,,20,33,304,1,0
model,19,2,34,3,all-max,,38,3,690,1,0
model,19,2,34,3,victim-max,0,37,0,690,1,0
model,19,2,34,3,others-max,0,38,5,690,1,0
model,19,2,34,3,victim-max,17,37,17,690,1,0
model,19,2,34,3,others-max,17,38,3,690,1,0
model,19,2,34,3,victim-max,33,37,33,690,1,0
model,19,2,34,3,others-max,33,38,3,690,1,0
model,19,2,34,3,front-max,,25,4,436,1,0
model,19,2,34,3,back-max,,26,3,460,1,0
model,19,2,34,3,tail-max,,21,33,304,1,0
model,19,2,34,5,all-max,,39,33,690,1,0
model,19,2,34,5,victim-max,0,37,0,690,1,0
model,19,2,34,5,others-max,0,39,33,690,1,0
model,19,2,34,5,victim-max,17,37,17,690,1,0
model,19,2,34,5,others-max,17,38,6,690,1,0
model,19,2,34,5,victim-max,33,37,33,690,1,0
model,19,2,34,5,others-max,33,38,6,690,1,0
model,19,2,34,5,front-max,,24,0,436,1,0
model,19,2,34,5,back-max,,26,9,460,1,0
model,19,2,34,5,tail-max,,20,33,304,1,0
model,19,2,35,1,all-max,,38,2,690,1,0
model,19,2,35,1,victim-max,0,37,0,690,1,0
model,19,2,35,1,others-max,0,38,5,690,1,0
model,19,2,35,1,victim-max,17,37,17,690,1,0
model,19,2,35,1,others-max,17,38,2,690,1,0
model,19,2,35,1,victim-max,34,37,34,690,1,0
model,19,2,35,1,others-max,34,38,2,690,1,0
model,19,2,35,1,front-max,,25,2,436,1,0
model,19,2,35,1,back-max,,26,0,460,1,0
model,19,2,35,1,tail-max,,22,34,304,1,0
model,19,2,35,2,all-max,,39,32,690,1,0
model,19,2,35,2,victim-max,0,37,0,690,1,0
model,19,2,35,2,others-max,0,38,9,690,1,0
model,19,2,35,2,victim-max,17,37,17,690,1,0
model,19,2,35,2,others-max,17,38,2,690,1,0
model,19,2,35,2,victim-max,34,37,34,690,1,0
model,19,2,35,2,others-max,34,38,2,690,1,0
model,19,2,35,2,front-max,,25,21,436,1,0
model,19,2,35,2,back-max,,26,1,460,1,0
model,19,2,35,2,tail-max,,20,34,304,1,0
model,19,2,35,3,all-max,,38,3,690,1,0
model,19,2,35,3,victim-max,0,37,0,690,1,0
model,19,2,35,3,others-max,0,40,33,690,1,0
model,19,2,35,3,victim-max,17,37,17,690,1,0
model,19,2,35,3,others-max,17,40,33,690,1,0
model,19,2,35,3,victim-max,34,37,34,690,1,0
model,19,2,35,3,others-max,34,38,3,690,1,0
model,19,2,35,3,front-max,,25,4,436,1,0
model,19,2,35,3,back-max,,26,3,460,1,0
model,19,2,35,3,tail-max,,21,34,304,1,0
model,19,2,35,5,all-max,,39,34,690,1,0
model,19,2,35,5,victim-max,0,37,0,690,1,0
model,19,2,35,5,others-max,0,38,1,690,1,0
model,19,2,35,5,victim-max,17,37,17,690,1,0
model,19,2,35,5,others-max,17,38,6,690,1,0
model,19,2,35,5,victim-max,34,37,34,690,1,0
model,19,2,35,5,others-max,34,38,6,690,1,0
model,19,2,35,5,front-max,,24,0,436,1,0
model,19,2,35,5,back-max,,26,9,460,1,0
model,19,2,35,5,tail-max,,20,34,304,1,0
model,19,2,36,1,all-max,,38,2,690,1,0
model,19,2,36,1,victim-max,0,37,0,690,1,0
model,19,2,36,1,others-max,0,38,5,690,1,0
model,19,2,36,1,victim-max,18,37,18,690,1,0
model,19,2,36,1,others-max,18,38,6,690,1,0
model,19,2,36,1,victim-max,35,37,35,690,1,0
model,19,2,36,1,others-max,35,38,2,690,1,0
model,19,2,36,1,front-max,,25,2,436,1,0
model,19,2,36,1,back-max,,26,0,460,1,0
model,19,2,36,1,tail-max,,22,35,304,1,0
model,19,2,36,2,all-max,,38,2,690,1,0
model,19,2,36,2,victim-max,0,37,0,690,1,0
model,19,2,36,2,others-max,0,38,9,690,1,0
model,19,2,36,2,victim-max,18,37,18,690,1,0
model,19,2,36,2,others-max,18,38,2,690,1,0
model,19,2,36,2,victim-max,35,37,35,690,1,0
model,19,2,36,2,others-max,35,38,2,690,1,0
model,19,2,36,2,front-max,,25,21,436,1,0
model,19,2,36,2,back-max,,26,1,460,1,0
model,19,2,36,2,tail-max,,20,35,304,1,0
model,19,2,36,3,all-max,,38,3,690,1,0
model,19,2,36,3,victim-max,0,37,0,690,1,0
model,19,2,36,3,others-max,0,38,5,690,1,0
model,19,2,36,3,victim-max,18,37,18,690,1,0
model,19,2,36,3,others-max,18,40,34,690,1,0
model,19,2,36,3,victim-max,35,37,35,690,1,0
model,19,2,36,3,others-max,35,38,3,690,1,0
model,19,2,36,3,front-max,,25,4,436,1,0
model,19,2,36,3,back-max,,26,3,460,1,0
model,19,2,36,3,tail-max,,21,35,304,1,0
model,19,2,36,5,all-max,,39,30,690,1,0
model,19,2,36,5,victim-max,0,37,0,690,1,0
model,19,2,36,5,others-max,0,38,1,690,1,0
model,19,2,36,5,victim-max,18,37,18,690,1,0
model,19,2,36,5,others-max,18,38,6,690,1,0
model,19,2,36,5,victim-max,35,37,35,690,1,0
model,19,2,36,5,others-max,35,38,6,690,1,0
model,19,2,36,5,front-max,,24,0,436,1,0
model,19,2,36,5,back-max,,27,33,460,1,0
model,19,2,36,5,tail-max,,20,35,304,1,0
model,19,2,37,1,all-max,,40,36,690,1,0
model,19,2,37,1,victim-max,0,37,0,690,1,0
model,19,2,37,1,others-max,0,38,5,690,1,0
model,19,2,37,1,victim-max,18,37,18,690,1,0
model,19,2,37,1,others-max,18,38,6,690,1,0
model,19,2,37,1,victim-max,36,37,36,690,1,0
model,19,2,37,1,others-max,36,38,2,690,1,0
model,19,2,37,1,front-max,,25,2,436,1,0
model,19,2,37,1,back-max,,26,0,460,1,0
model,19,2,37,1,tail-max,,22,36,304,1,0
model,19,2,37,2,all-max,,38,2,690,1,0
model,19,2,37,2,victim-max,0,37,0,690,1,0
model,19,2,37,2,others-max,0,38,9,690,1,0
model,19,2,37,2,victim-max,18,37,18,690,1,0
model,19,2,37,2,others-max,18,38,2,690,1,0
model,19,2,37,2,victim-max,36,37,36,690,1,0
model,19,2,37,2,others-max,36,38,2,690,1,0
model,19,2,37,2,front-max,,25,21,436,1,0
model,19,2,37,2,back-max,,26,1,460,1,0
model,19,2,37,2,tail-max,,20,36,304,1,0
model,19,2,37,3,all-max,,38,3,690,1,0
model,19,2,37,3,victim-max,0,37,0,690,1,0
model,19,2,37,3,others-max,0,38,5,690,1,0
model,19,2,37,3,victim-max,18,37,18,690,1,0
model,19,2,37,3,others-max,18,38,3,690,1,0
model,19,2,37,3,victim-max,36,37,36,690,1,0
model,19,2,37,3,others-max,36,38,3,690,1,0
model,19,2,37,3,front-max,,25,4,436,1,0
model,19,2,37,3,back-max,,26,3,460,1,0
model,19,2,37,3,tail-max,,21,36,304,1,0
model,19,2,37,5,all-max,,39,31,690,1,0
model,19,2,37,5,victim-max,0,37,0,690,1,0
model,19,2,37,5,others-max,0,38,1,690,1,0
model,19,2,37,5,victim-max,18,37,18,690,1,0
model,19,2,37,5,others-max,18,38,6,690,1,0
model,19,2,37,5,victim-max,36,37,36,690,1,0
model,19,2,37,5,others-max,36,38,6,690,1,0
model,19,2,37,5,front-max,,24,0,436,1,0
model,19,2,37,5,back-max,,26,9,460,1,0
model,19,2,37,5,tail-max,,20,36,304,1,0
model,19,2,38,1,all-max,,38,2,690,1,0
model,19,2,38,1,victim-max,0,37,0,690,1,0
model,19,2,38,1,others-max,0,38,8,690,1,0
model,19,2,38,1,victim-max,19,37,19,690,1,0
model,19,2,38,1,others-max,19,38,1,690,1,0
model,19,2,38,1,victim-max,37,37,37,690,1,0
model,19,2,38,1,others-max,37,38,2,690,1,0
model,19,2,38,1,front-max,,25,2,436,1,0
model,19,2,38,1,back-max,,26,0,460,1,0
model,19,2,38,1,tail-max,,22,37,304,1,0
model,19,2,38,2,all-max,,39,36,690,1,0
model,19,2,38,2,victim-max,0,37,0,690,1,0
model,19,2,38,2,others-max,0,39,36,690,1,0
model,19,2,38,2,victim-max,19,37,19,690,1,0
model,19,2,38,2,others-max,19,38,2,690,1,0
model,19,2,38,2,victim-max,37,37,37,690,1,0
model,19,2,38,2,others-max,37,38,2,690,1,0
model,19,2,38,2,front-max,,25,21,436,1,0
model,19,2,38,2,back-max,,26,1,460,1,0
model,19,2,38,2,tail-max,,20,37,304,1,0
model,19,2,38,3,all-max,,38,3,690,1,0
model,19,2,38,3,victim-max,0,37,0,690,1,0
model,19,2,38,3,others-max,0,38,5,690,1,0
model,19,2,38,3,victim-max,19,37,19,690,1,0
model,19,2,38,3,others-max,19,38,3,690,1,0
model,19,2,38,3,victim-max,37,37,37,690,1,0
model,19,2,38,3,others-max,37,38,3,690,1,0
model,19,2,38,3,front-max,,25,4,436,1,0
model,19,2,38,3,back-max,,26,3,460,1,0
model,19,2,38,3,tail-max,,21,37,304,1,0
model,19,2,38,5,all-max,,39,32,690,1,0
model,19,2,38,5,victim-max,0,37,0,690,1,0
model,19,2,38,5,others-max,0,38,1,690,1,0
model,19,2,38,5,victim-max,19,37,19,690,1,0
model,19,2,38,5,others-max,19,38,6,690,1,0
model,19,2,38,5,victim-max,37,37,37,690,1,0
model,19,2,38,5,others-max,37,38,6,690,1,0
model,19,2,38,5,front-max,,24,0,436,1,0
model,19,2,38,5,back-max,,26,9,460,1,0
model,19,2,38,5,tail-max,,20,37,304,1,0
model,25,3,2,1,all-max,,38,0,920,1,0
model,25,3,2,1,victim-max,0,38,0,920,1,0
model,25,3,2,1,others-max,0,38,1,920,1,0
model,25,3,2,1,victim-max,1,38,1,920,1,0
model,25,3,2,1,others-max,1,38,0,920,1,0
model,25,3,2,1,front-max,,23,0,539,1,0
model,25,3,2,1,back-max,,25,0,575,1,0
model,25,3,2,1,tail-max,,21,1,341,1,0
model,25,3,2,2,all-max,,38,0,920,1,0
model,25,3,2,2,victim-max,0,38,0,920,1,0
model,25,3,2,2,others-max,0,38,1,920,1,0
model,25,3,2,2,victim-max,1,38,1,920,1,0
model,25,3,2,2,others-max,1,38,0,920,1,0
model,25,3,2,2,front-max,,23,0,539,1,0
model,25,3,2,2,back-max,,26,0,575,1,0
model,25,3,2,2,tail-max,,20,1,341,1,0
model,25,3,2,3,all-max,,38,0,920,1,0
model,25,3,2,3,victim-max,0,38,0,920,1,0
model,25,3,2,3,others-max,0,38,1,920,1,0
model,25,3,2,3,victim-max,1,38,1,920,1,0
model,25,3,2,3,others-max,1,38,0,920,1,0
model,25,3,2,3,front-max,,23,0,539,1,0
model,25,3,2,3,back-max,,25,0,575,1,0
model,25,3,2,3,tail-max,,21,1,341,1,0
model,25,3,2,5,all-max,,38,0,920,1,0
model,25,3,2,5,victim-max,0,38,0,920,1,0
model,25,3,2,5,others-max,0,38,1,920,1,0
model,25,3,2,5,victim-max,1,38,1,920,1,0
model,25,3,2,5,others-max,1,38,0,920,1,0
model,25,3,2,5,front-max,,23,0,539,1,0
model,25,3,2,5,back-max,,25,1,575,1,0
model,25,3,2,5,tail-max,,20,1,341,1,0
model,25,3,3,1,all-max,,38,0,920,1,0
model,25,3,3,1,victim-max,0,38,0,920,1,0
model,25,3,3,1,others-max,0,38,1,920,1,0
model,25,3,3,1,victim-max,1,38,1,920,1,0
model,25,3,3,1,others-max,1,38,0,920,1,0
model,25,3,3,1,victim-max,2,38,2,920,1,0
model,25,3,3,1,others-max,2,38,0,920,1,0
model,25,3,3,1,front-max,,23,0,539,1,0
model,25,3,3,1,back-max,,25,0,575,1,0
model,25,3,3,1,tail-max,,21,2,341,1,0
model,25,3,3,2,all-max,,38,0,920,1,0
model,25,3,3,2,victim-max,0,38,0,920,1,0
model,25,3,3,2,others-max,0,38,1,920,1,0
model,25,3,3,2,victim-max,1,38,1,920,1,0
model,25,3,3,2,others-max,1,38,0,920,1,0
model,25,3,3,2,victim-max,2,38,2,920,1,0
model,25,3,3,2,others-max,2,38,0,920,1,0
model,25,3,3,2,front-max,,23,0,539,1,0
model,25,3,3,2,back-max,,26,1,575,1,0
model,25,3,3,2,tail-max,,20,2,341,1,0
model,25,3,3,3,all-max,,38,0,920,1,0
model,25,3,3,3,victim-max,0,38,0,920,1,0
model,25,3,3,3,others-max,0,38,1,920,1,0
model,25,3,3,3,victim-max,1,38,1,920,1,0
model,25,3,3,3,others-max,1,38,0,920,1,0
model,25,3,3,3,victim-max,2,38,2,920,1,0
model,25,3,3,3,others-max,2,38,0,920,1,0
model,25,3,3,3,front-max,,23,0,539,1,0
model,25,3,3,3,back-max,,25,1,575,1,0
model,25,3,3,3,tail-max,,21,2,341,1,0
model,25,3,3,5,all-max,,38,0,920,1,0
model,25,3,3,5,victim-max,0,38,0,920,1,0
model,25,3,3,5,others-max,0,38,1,920,1,0
model,25,3,3,5,victim-max,1,38,1,920,1,0
model,25,3,3,5,others-max,1,38,0,920,1,0
model,25,3,3,5,victim-max,2,38,2,920,1,0
model,25,3,3,5,others-max,2,38,0,920,1,0
model,25,3,3,5,front-max,,23,0,539,1,0
model,25,3,3,5,back-max,,25,0,575,1,0
model,25,3,3,5,tail-max,,20,2,341,1,0
model,25,3,4,1,all-max,,38,0,920,1,0
model,25,3,4,1,victim-max,0,38,0,920,1,0
model,25,3,4,1,others-max,0,38,1,920,1,0
model,25,3,4,1,victim-max,2,38,2,920,1,0
model,25,3,4,1,others-max,2,38,0,920,1,0
model,25,3,4,1,victim-max,3,38,3,920,1,0
model,25,3,4,1,others-max,3,38,0,920,1,0
model,25,3,4,1,front-max,,23,0,539,1,0
model,25,3,4,1,back-max,,26,3,575,1,0
model,25,3,4,1,tail-max,,22,3,341,1,0
model,25,3,4,2,all-max,,38,0,920,1,0
model,25,3,4,2,victim-max,0,38,0,920,1,0
model,25,3,4,2,others-max,0,38,1,920,1,0
model,25,3,4,2,victim-max,2,38,2,920,1,0
model,25,3,4,2,others-max,2,38,0,920,1,0
model,25,3,4,2,victim-max,3,38,3,920,1,0
model,25,3,4,2,others-max,3,38,0,920,1,0
model,25,3,4,2,front-max,,23,0,539,1,0
model,25,3,4,2,back-max,,25,0,575,1,0
model,25,3,4,2,tail-max,,20,3,341,1,0
model,25,3,4,3,all-max,,38,0,920,1,0
model,25,3,4,3,victim-max,0,38,0,920,1,0
model,25,3,4,3,others-max,0,38,1,920,1,0
model,25,3,4,3,victim-max,2,38,2,920,1,0
model,25,3,4,3,others-max,2,38,0,920,1,0
model,25,3,4,3,victim-max,3,38,3,920,1,0
model,25,3,4,3,others-max,3,38,0,920,1,0
model,25,3,4,3,front-max,,23,0,539,1,0
model,25,3,4,3,back-max,,25,0,575,1,0
model,25,3,4,3,tail-max,,21,3,341,1,0
model,25,3,4,5,all-max,,38,0,920,1,0
model,25,3,4,5,victim-max,0,38,0,920,1,0
model,25,3,4,5,others-max,0,38,1,920,1,0
model,25,3,4,5,victim-max,2,38,2,920,1,0
model,25,3,4,5,others-max,2,38,0,920,1,0
model,25,3,4,5,victim-max,3,38,3,920,1,0
model,25,3,4,5,others-max,3,38,0,920,1,0
model,25,3,4,5,front-max,,23,0,539,1,0
model,25,3,4,5,back-max,,25,1,575,1,0
model,25,3,4,5,tail-max,,20,3,341,1,0
model,25,3,5,1,all-max,,38,0,920,1,0
model,25,3,5,1,victim-max,0,38,0,920,1,0
model,25,3,5,1,others-max,0,38,1,920,1,0
model,25,3,5,1,victim-max,2,38,2,920,1,0
model,25,3,5,1,others-max,2,38,0,920,1,0
model,25,3,5,1,victim-max,4,38,4,920,1,0
model,25,3,5,1,others-max,4,38,0,920,1,0
model,25,3,5,1,front-max,,23,0,539,1,0
model,25,3,5,1,back-max,,26,2,575,1,0
model,25,3,5,1,tail-max,,22,4,341,1,0
model,25,3,5,2,all-max,,38,0,920,1,0
model,25,3,5,2,victim-max,0,38,0,920,1,0
model,25,3,5,2,others-max,0,38,1,920,1,0
model,25,3,5,2,victim-max,2,38,2,920,1,0
model,25,3,5,2,others-max,2,38,0,920,1,0
model,25,3,5,2,victim-max,4,38,4,920,1,0
model,25,3,5,2,others-max,4,38,0,920,1,0
model,25,3,5,2,front-max,,23,0,539,1,0
model,25,3,5,2,back-max,,25,2,575,1,0
model,25,3,5,2,tail-max,,20,4,341,1,0
model,25,3,5,3,all-max,,38,0,920,1,0
model,25,3,5,3,victim-max,0,38,0,920,1,0
model,25,3,5,3,others-max,0,38,1,920,1,0
model,25,3,5,3,victim-max,2,38,2,920,1,0
model,25,3,5,3,others-max,2,38,0,920,1,0
model,25,3,5,3,victim-max,4,38,4,920,1,0
model,25,3,5,3,others-max,4,38,0,920,1,0
model,25,3,5,3,front-max,,23,0,539,1,0
model,25,3,5,3,back-max,,25,1,575,1,0
model,25,3,5,3,tail-max,,21,4,341,1,0
model,25,3,5,5,all-max,,38,0,920,1,0
model,25,3,5,5,victim-max,0,38,0,920,1,0
model,25,3,5,5,others-max,0,38,1,920,1,0
model,25,3,5,5,victim-max,2,38,2,920,1,0
model,25,3,5,5,others-max,2,38,0,920,1,0
model,25,3,5,5,victim-max,4,38,4,920,1,0
model,25,3,5,5,others-max,4,38,0,920,1,0
model,25,3,5,5,front-max,,23,0,539,1,0
model,25,3,5,5,back-max,,25,2,575,1,0
model,25,3,5,5,tail-max,,20,4,341,1,0
model,25,3,6,1,all-max,,38,0,920,1,0
model,25,3,6,1,victim-max,0,38,0,920,1,0
model,25,3,6,1,others-max,0,38,1,920,1,0
model,25,3,6,1,victim-max,3,38,3,920,1,0
model,25,3,6,1,others-max,3,38,0,920,1,0
model,25,3,6,1,victim-max,5,38,5,920,1,0
model,25,3,6,1,others-max,5,38,0,920,1,0
model,25,3,6,1,front-max,,23,0,539,1,0
model,25,3,6,1,back-max,,26,2,575,1,0
model,25,3,6,1,tail-max,,22,5,341,1,0
model,25,3,6,2,all-max,,39,1,920,1,0
model,25,3,6,2,victim-max,0,38,0,920,1,0
model,25,3,6,2,others-max,0,38,1,920,1,0
model,25,3,6,2,victim-max,3,38,3,920,1,0
model,25,3,6,2,others-max,3,38,0,920,1,0
model,25,3,6,2,victim-max,5,38,5,920,1,0
model,25,3,6,2,others-max,5,38,0,920,1,0
model,25,3,6,2,front-max,,23,0,539,1,0
model,25,3,6,2,back-max,,25,1,575,1,0
model,25,3,6,2,tail-max,,20,5,341,1,0
model,25,3,6,3,all-max,,39,0,920,1,0
model,25,3,6,3,victim-max,0,38,0,920,1,0
model,25,3,6,3,others-max,0,38,1,920,1,0
model,25,3,6,3,victim-max,3,38,3,920,1,0
model,25,3,6,3,others-max,3,38,0,920,1,0
model,25,3,6,3,victim-max,5,38,5,920,1,0
model,25,3,6,3,others-max,5,38,0,920,1,0
model,25,3,6,3,front-max,,23,0,539,1,0
model,25,3,6,3,back-max,,25,1,575,1,0
model,25,3,6,3,tail-max,,21,5,341,1,0
model,25,3,6,5,all-max,,38,0,920,1,0
model,25,3,6,5,victim-max,0,38,0,920,1,0
model,25,3,6,5,others-max,0,38,1,920,1,0
model,25,3,6,5,victim-max,3,38,3,920,1,0
model,25,3,6,5,others-max,3,38,0,920,1,0
model,25,3,6,5,victim-max,5,38,5,920,1,0
model,25,3,6,5,others-max,5,38,0,920,1,0
model,25,3,6,5,front-max,,23,0,539,1,0
model,25,3,6,5,back-max,,25,3,575,1,0
model,25,3,6,5,tail-max,,20,5,341,1,0
model,25,3,7,1,all-max,,39,1,920,1,0
model,25,3,7,1,victim-max,0,38,0,920,1,0
model,25,3,7,1,others-max,0,38,1,920,1,0
model,25,3,7,1,victim-max,3,38,3,920,1,0
model,25,3,7,1,others-max,3,38,0,920,1,0
model,25,3,7,1,victim-max,6,38,6,920,1,0
model,25,3,7,1,others-max,6,38,0,920,1,0
model,25,3,7,1,front-max,,23,0,539,1,0
model,25,3,7,1,back-max,,25,1,575,1,0
model,25,3,7,1,tail-max,,22,6,341,1,0
model,25,3,7,2,all-max,,38,0,920,1,0
model,25,3,7,2,victim-max,0,38,0,920,1,0
model,25,3,7,2,others-max,0,38,1,920,1,0
model,25,3,7,2,victim-max,3,38,3,920,1,0
model,25,3,7,2,others-max,3,38,0,920,1,0
model,25,3,7,2,victim-max,6,38,6,920,1,0
model,25,3,7,2,others-max,6,38,0,920,1,0
model,25,3,7,2,front-max,,23,0,539,1,0
model,25,3,7,2,back-max,,25,0,575,1,0
model,25,3,7,2,tail-max,,20,6,341,1,0
model,25,3,7,3,all-max,,38,0,920,1,0
model,25,3,7,3,victim-max,0,38,0,920,1,0
model,25,3,7,3,others-max,0,38,1,920,1,0
model,25,3,7,3,victim-max,3,38,3,920,1,0
model,25,3,7,3,others-max,3,38,0,920,1,0
model,25,3,7,3,victim-max,6,38,6,920,1,0
model,25,3,7,3,others-max,6,38,0,920,1,0
model,25,3,7,3,front-max,,23,0,539,1,0
model,25,3,7,3,back-max,,25,2,575,1,0
model,25,3,7,3,tail-max,,21,6,341,1,0
model,25,3,7,5,all-max,,38,0,920,1,0
model,25,3,7,5,victim-max,0,38,0,920,1,0
model,25,3,7,5,others-max,0,39,1,920,1,0
model,25,3,7,5,victim-max,3,38,3,920,1,0
model,25,3,7,5,others-max,3,38,0,920,1,0
model,25,3,7,5,victim-max,6,38,6,920,1,0
model,25,3,7,5,others-max,6,38,0,920,1,0
model,25,3,7,5,front-max,,23,0,539,1,0
model,25,3,7,5,back-max,,25,4,575,1,0
model,25,3,7,5,tail-max,,20,6,341,1,0
model,25,3,8,1,all-max,,39,1,920,1,0
model,25,3,8,1,victim-max,0,38,0,920,1,0
model,25,3,8,1,others-max,0,38,1,920,1,0
model,25,3,8,1,victim-max,4,38,4,920,1,0
model,25,3,8,1,others-max,4,38,0,920,1,0
model,25,3,8,1,victim-max,7,38,7,920,1,0
model,25,3,8,1,others-max,7,38,0,920,1,0
model,25,3,8,1,front-max,,23,0,539,1,0
model,25,3,8,1,back-max,,25,0,575,1,0
model,25,3,8,1,tail-max,,22,7,341,1,0
model,25,3,8,2,all-max,,38,0,920,1,0
model,25,3,8,2,victim-max,0,38,0,920,1,0
model,25,3,8,2,others-max,0,38,1,920,1,0
model,25,3,8,2,victim-max,4,38,4,920,1,0
model,25,3,8,2,others-max,4,38,0,920,1,0
model,25,3,8,2,victim-max,7,38,7,920,1,0
model,25,3,8,2,others-max,7,38,0,920,1,0
model,25,3,8,2,front-max,,23,0,539,1,0
model,25,3,8,2,back-max,,25,5,575,1,0
model,25,3,8,2,tail-max,,20,7,341,1,0
model,25,3,8,3,all-max,,38,0,920,1,0
model,25,3,8,3,victim-max,0,38,0,920,1,0
model,25,3,8,3,others-max,0,38,1,920,1,0
model,25,3,8,3,victim-max,4,38,4,920,1,0
model,25,3,8,3,others-max,4,38,0,920,1,0
model,25,3,8,3,victim-max,7,38,7,920,1,0
model,25,3,8,3,others-max,7,38,0,920,1,0
model,25,3,8,3,front-max,,23,0,539,1,0
model,25,3,8,3,back-max,,25,3,575,1,0
model,25,3,8,3,tail-max,,21,7,341,1,0
model,25,3,8,5,all-max,,39,0,920,1,0
model,25,3,8,5,victim-max,0,38,0,920,1,0
model,25,3,8,5,others-max,0,39,1,920,1,0
model,25,3,8,5,victim-max,4,38,4,920,1,0
model,25,3,8,5,others-max,4,38,0,920,1,0
model,25,3,8,5,victim-max,7,38,7,920,1,0
model,25,3,8,5,others-max,7,39,0,920,1,0
model,25,3,8,5,front-max,,23,0,539,1,0
model,25,3,8,5,back-max,,25,5,575,1,0
model,25,3,8,5,tail-max,,20,7,341,1,0
model,25,3,9,1,all-max,,39,0,920,1,0
model,25,3,9,1,victim-max,0,38,0,920,1,0
model,25,3,9,1,others-max,0,38,1,920,1,0
model,25,3,9,1,victim-max,4,38,4,920,1,0
model,25,3,9,1,others-max,4,38,0,920,1,0
model,25,3,9,1,victim-max,8,38,8,920,1,0
model,25,3,9,1,others-max,8,38,0,920,1,0
model,25,3,9,1,front-max,,23,0,539,1,0
model,25,3,9,1,back-max,,25,1,575,1,0
model,25,3,9,1,tail-max,,22,8,341,1,0
model,25,3,9,2,all-max,,38,0,920,1,0
model,25,3,9,2,victim-max,0,38,0,920,1,0
model,25,3,9,2,others-max,0,38,1,920,1,0
model,25,3,9,2,victim-max,4,38,4,920,1,0
model,25,3,9,2,others-max,4,38,0,920,1,0
model,25,3,9,2,victim-max,8,38,8,920,1,0
model,25,3,9,2,others-max,8,38,0,920,1,0
model,25,3,9,2,front-max,,23,0,539,1,0
model,25,3,9,2,back-max,,25,0,575,1,0
model,25,3,9,2,tail-max,,20,8,341,1,0
model,25,3,9,3,all-max,,39,2,920,1,0
model,25,3,9,3,victim-max,0,38,0,920,1,0
model,25,3,9,3,others-max,0,38,1,920,1,0
model,25,3,9,3,victim-max,4,38,4,920,1,0
model,25,3,9,3,others-max,4,38,0,920,1,0
model,25,3,9,3,victim-max,8,38,8,920,1,0
model,25,3,9,3,others-max,8,38,0,920,1,0
model,25,3,9,3,front-max,,23,0,539,1,0
model,25,3,9,3,back-max,,25,4,575,1,0
model,25,3,9,3,tail-max,,21,8,341,1,0
model,25,3,9,5,all-max,,39,0,920,1,0
