N,K,regime,finish,slack,auth_span,hidden_len,overflow_len
36,10,rejected,1408,-13,91,0,91
36,11,rejected,1415,-20,98,0,98
36,12,rejected,1422,-27,105,0,105
36,13,rejected,1429,-34,112,0,112
36,14,rejected,1436,-41,119,0,119
36,15,rejected,1443,-48,126,0,126
36,16,rejected,1450,-55,133,0,133
36,17,rejected,1457,-62,140,0,140
36,18,rejected,1464,-69,147,0,147
36,19,rejected,1471,-76,154,0,154
36,20,rejected,1478,-83,161,0,161
37,0,hidden,1353,42,0,0,0
37,1,paid,1381,14,28,0,28
37,2,rejected,1388,7,35,0,35
37,3,rejected,1395,0,42,0,42
37,4,rejected,1402,-7,49,0,49
37,5,rejected,1409,-14,56,0,56
37,6,rejected,1416,-21,63,0,63
37,7,rejected,1423,-28,70,0,70
37,8,rejected,1430,-35,77,0,77
37,9,rejected,1437,-42,84,0,84
37,10,rejected,1444,-49,91,0,91
37,11,rejected,1451,-56,98,0,98
37,12,rejected,1458,-63,105,0,105
37,13,rejected,1465,-70,112,0,112
37,14,rejected,1472,-77,119,0,119
37,15,rejected,1479,-84,126,0,126
37,16,rejected,1486,-91,133,0,133
37,17,rejected,1493,-98,140,0,140
37,18,rejected,1500,-105,147,0,147
37,19,rejected,1507,-112,154,0,154
37,20,rejected,1514,-119,161,0,161
38,0,hidden,1389,6,0,0,0
38,1,rejected,1417,-22,28,0,28
38,2,rejected,1424,-29,35,0,35
38,3,rejected,1431,-36,42,0,42
38,4,rejected,1438,-43,49,0,49
38,5,rejected,1445,-50,56,0,56
38,6,rejected,1452,-57,63,0,63
38,7,rejected,1459,-64,70,0,70
38,8,rejected,1466,-71,77,0,77
38,9,rejected,1473,-78,84,0,84
38,10,rejected,1480,-85,91,0,91
38,11,rejected,1487,-92,98,0,98
38,12,rejected,1494,-99,105,0,105
38,13,rejected,1501,-106,112,0,112
38,14,rejected,1508,-113,119,0,119
38,15,rejected,1515,-120,126,0,126
38,16,rejected,1522,-127,133,0,133
38,17,rejected,1529,-134,140,0,140
38,18,rejected,1536,-141,147,0,147
38,19,rejected,1543,-148,154,0,154
38,20,rejected,1550,-155,161,0,161
39,0,rejected,1425,-30,0,0,0
39,1,rejected,1453,-58,28,0,28
39,2,rejected,1460,-65,35,0,35
39,3,rejected,1467,-72,42,0,42
39,4,rejected,1474,-79,49,0,49
39,5,rejected,1481,-86,56,0,56
39,6,rejected,1488,-93,63,0,63
39,7,rejected,1495,-100,70,0,70
39,8,rejected,1502,-107,77,0,77
39,9,rejected,1509,-114,84,0,84
39,10,rejected,1516,-121,91,0,91
39,11,rejected,1523,-128,98,0,98
39,12,rejected,1530,-135,105,0,105
39,13,rejected,1537,-142,112,0,112
39,14,rejected,1544,-149,119,0,119
39,15,rejected,1551,-156,126,0,126
39,16,rejected,1558,-163,133,0,133
39,17,rejected,1565,-170,140,0,140
39,18,rejected,1572,-177,147,0,147
39,19,rejected,1579,-184,154,0,154
39,20,rejected,1586,-191,161,0,161
40,0,rejected,1461,-66,0,0,0
40,1,rejected,1489,-94,28,0,28
40,2,rejected,1496,-101,35,0,35
40,3,rejected,1503,-108,42,0,42
40,4,rejected,1510,-115,49,0,49
40,5,rejected,1517,-122,56,0,56
40,6,rejected,1524,-129,63,0,63
40,7,rejected,1531,-136,70,0,70
40,8,rejected,1538,-143,77,0,77
40,9,rejected,1545,-150,84,0,84
40,10,rejected,1552,-157,91,0,91
40,11,rejected,1559,-164,98,0,98
40,12,rejected,1566,-171,105,0,105
40,13,rejected,1573,-178,112,0,112
40,14,rejected,1580,-185,119,0,119
40,15,rejected,1587,-192,126,0,126
40,16,rejected,1594,-199,133,0,133
40,17,rejected,1601,-206,140,0,140
40,18,rejected,1608,-213,147,0,147
40,19,rejected,1615,-220,154,0,154
40,20,rejected,1622,-227,161,0,161
41,0,rejected,1497,-102,0,0,0
41,1,rejected,1525,-130,28,0,28
41,2,rejected,1532,-137,35,0,35
41,3,rejected,1539,-144,42,0,42
41,4,rejected,1546,-151,49,0,49
41,5,rejected,1553,-158,56,0,56
41,6,rejected,1560,-165,63,0,63
41,7,rejected,1567,-172,70,0,70
41,8,rejected,1574,-179,77,0,77
41,9,rejected,1581,-186,84,0,84
41,10,rejected,1588,-193,91,0,91
41,11,rejected,1595,-200,98,0,98
41,12,rejected,1602,-207,105,0,105
41,13,rejected,1609,-214,112,0,112
41,14,rejected,1616,-221,119,0,119
41,15,rejected,1623,-228,126,0,126
41,16,rejected,1630,-235,133,0,133
41,17,rejected,1637,-242,140,0,140
41,18,rejected,1644,-249,147,0,147
41,19,rejected,1651,-256,154,0,154
41,20,rejected,1658,-263,161,0,161
42,0,rejected,1533,-138,0,0,0
42,1,rejected,1561,-166,28,0,28
42,2,rejected,1568,-173,35,0,35
42,3,rejected,1575,-180,42,0,42
42,4,rejected,1582,-187,49,0,49
42,5,rejected,1589,-194,56,0,56
42,6,rejected,1596,-201,63,0,63
42,7,rejected,1603,-208,70,0,70
42,8,rejected,1610,-215,77,0,77
42,9,rejected,1617,-222,84,0,84
42,10,rejected,1624,-229,91,0,91
42,11,rejected,1631,-236,98,0,98
42,12,rejected,1638,-243,105,0,105
42,13,rejected,1645,-250,112,0,112
42,14,rejected,1652,-257,119,0,119
42,15,rejected,1659,-264,126,0,126
42,16,rejected,1666,-271,133,0,133
42,17,rejected,1673,-278,140,0,140
42,18,rejected,1680,-285,147,0,147
42,19,rejected,1687,-292,154,0,154
42,20,rejected,1694,-299,161,0,161
43,0,rejected,1569,-174,0,0,0
43,1,rejected,1597,-202,28,0,28
43,2,rejected,1604,-209,35,0,35
43,3,rejected,1611,-216,42,0,42
43,4,rejected,1618,-223,49,0,49
43,5,rejected,1625,-230,56,0,56
43,6,rejected,1632,-237,63,0,63
43,7,rejected,1639,-244,70,0,70
43,8,rejected,1646,-251,77,0,77
43,9,rejected,1653,-258,84,0,84
43,10,rejected,1660,-265,91,0,91
43,11,rejected,1667,-272,98,0,98
43,12,rejected,1674,-279,105,0,105
43,13,rejected,1681,-286,112,0,112
43,14,rejected,1688,-293,119,0,119
43,15,rejected,1695,-300,126,0,126
43,16,rejected,1702,-307,133,0,133
43,17,rejected,1709,-314,140,0,140
43,18,rejected,1716,-321,147,0,147
43,19,rejected,1723,-328,154,0,154
43,20,rejected,1730,-335,161,0,161
44,0,rejected,1605,-210,0,0,0
44,1,rejected,1633,-238,28,0,28
44,2,rejected,1640,-245,35,0,35
44,3,rejected,1647,-252,42,0,42
44,4,rejected,1654,-259,49,0,49
44,5,rejected,1661,-266,56,0,56
44,6,rejected,1668,-273,63,0,63
44,7,rejected,1675,-280,70,0,70
44,8,rejected,1682,-287,77,0,77
44,9,rejected,1689,-294,84,0,84
44,10,rejected,1696,-301,91,0,91
44,11,rejected,1703,-308,98,0,98
44,12,rejected,1710,-315,105,0,105
44,13,rejected,1717,-322,112,0,112
44,14,rejected,1724,-329,119,0,119
44,15,rejected,1731,-336,126,0,126
44,16,rejected,1738,-343,133,0,133
44,17,rejected,1745,-350,140,0,140
44,18,rejected,1752,-357,147,0,147
44,19,rejected,1759,-364,154,0,154
44,20,rejected,1766,-371,161,0,161
45,0,rejected,1641,-246,0,0,0
45,1,rejected,1669,-274,28,0,28
45,2,rejected,1676,-281,35,0,35
45,3,rejected,1683,-288,42,0,42
45,4,rejected,1690,-295,49,0,49
45,5,rejected,1697,-302,56,0,56
45,6,rejected,1704,-309,63,0,63
45,7,rejected,1711,-316,70,0,70
45,8,rejected,1718,-323,77,0,77
45,9,rejected,1725,-330,84,0,84
45,10,rejected,1732,-337,91,0,91
45,11,rejected,1739,-344,98,0,98
45,12,rejected,1746,-351,105,0,105
45,13,rejected,1753,-358,112,0,112
45,14,rejected,1760,-365,119,0,119
45,15,rejected,1767,-372,126,0,126
45,16,rejected,1774,-379,133,0,133
45,17,rejected,1781,-386,140,0,140
45,18,rejected,1788,-393,147,0,147
45,19,rejected,1795,-400,154,0,154
45,20,rejected,1802,-407,161,0,161
